"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Julianapark";1050;525;530;105;50;595;175;135;750;220;60;20;280;195;10;10;30;20;120;15;12;5;3;635;335;210;90;1,7;5695
"Don Bosco";2145;1070;1070;355;225;735;520;305;1425;540;125;50;430;395;135;15;60;25;165;20;10;10;4;1055;470;260;325;2;13639
"Frankendael";15;5;10;5;0;5;0;0;10;5;0;5;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;1,7;61
"Tuindorp Amstelstation";830;355;475;135;75;175;245;200;480;165;140;45;90;360;85;10;90;35;135;10;11;10;10;485;265;80;140;1,7;7649
"De Wetbuurt";1835;870;960;285;195;390;540;420;1060;495;175;105;260;360;80;10;80;45;150;15;9;40;22;880;420;195;270;2;6663
"Tuindorp Frankendael";2750;1395;1350;395;170;915;705;565;1645;640;345;130;440;780;190;30;190;60;310;30;11;65;24;1560;980;255;320;1,7;7623
"Van der Kunbuurt";620;310;305;95;90;225;140;75;415;135;55;15;105;365;130;10;70;25;135;5;8;5;6;335;190;50;95;1,9;8434
"Middenmeer";15470;7405;8060;2275;2940;4810;3535;1910;10380;3880;860;355;3505;2555;345;115;400;185;1520;170;11;70;5;8380;4400;1925;2050;1,8;5444
"Linnaeusparkbuurt";2580;1260;1315;420;270;875;635;380;1690;690;160;40;555;250;20;20;45;25;140;30;12;15;5;1295;580;350;360;2;15015
"Middenmeer Noord";2800;1320;1480;515;315;780;770;415;1675;895;155;75;510;320;80;10;65;25;140;40;13;20;6;1270;475;340;460;2,2;15085
"Middenmeer Zuid";4990;2395;2595;940;620;1605;1225;600;3255;1285;310;135;990;590;80;40;100;20;345;70;14;25;5;2410;1005;605;800;2,1;12604
"Sportpark Middenmeer Zuid";305;135;170;35;10;50;60;155;120;100;35;50;55;15;0;5;10;0;10;5;13;10;33;185;105;50;30;1,6;1443
"Sportpark Middenmeer Noord";255;175;75;5;130;120;0;0;240;15;0;0;20;185;20;0;15;5;140;5;16;0;0;240;230;5;5;1;1066
"Park de Meer";1565;745;815;195;185;325;560;295;835;560;120;45;260;390;105;15;95;40;140;10;6;5;4;725;275;210;245;2,1;6047
"Sportpark Voorland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Science Park Noord";2690;1205;1480;160;1290;910;265;60;2295;320;60;5;1085;635;30;25;60;65;455;10;5;0;0;1985;1490;355;140;1,4;6574
"Science Park Zuid";290;165;120;10;120;140;10;10;270;15;5;0;35;170;5;0;15;0;150;5;17;0;0;265;245;5;10;1,1;410
"Betondorp";3080;1435;1640;390;250;825;875;745;1780;725;425;145;395;810;200;25;230;45;315;30;11;40;13;1850;1085;355;410;1,7;2829
"Betondorp";3075;1435;1640;390;250;825;870;740;1780;725;425;140;400;810;200;25;230;45;315;35;11;40;13;1850;1085;355;410;1,7;7009
"Nieuwe Oosterbegraafplaats";10;5;5;0;0;0;0;0;5;0;0;5;0;5;0;0;0;0;5;0;0;0;0;5;0;0;0;2;
"Drieburg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Omval/Overamstel";5420;2825;2595;475;750;3205;710;275;4310;865;195;50;1440;1090;75;75;145;115;680;70;13;10;2;3470;2210;860;405;1,5;1905
"Weespertrekvaart";925;510;420;85;100;600;120;30;745;140;35;5;225;205;20;15;40;25;110;10;12;5;1;510;295;140;70;1,6;2037
"Amstelglorie";75;40;35;10;10;15;25;15;50;20;0;5;10;5;0;0;0;0;5;0;13;0;13;30;10;15;10;2,3;169
"Overamstel";45;25;15;5;5;15;20;0;30;10;0;0;5;5;0;5;0;0;0;0;0;0;0;5;0;5;5;2,7;40
"Amstelkwartier Noord";2720;1380;1345;295;345;1670;345;65;2200;420;90;10;650;495;35;30;80;45;305;40;15;5;0;1755;1120;405;230;1,5;9668
"De Omval";720;375;345;60;45;315;160;140;420;220;50;25;275;155;5;5;5;25;110;5;11;5;7;415;190;165;60;1,7;6260
"Amstelkwartier Zuid";35;20;15;0;5;10;10;10;25;10;5;5;10;10;0;0;0;0;5;0;0;0;27;25;20;5;5;1,4;162
"Amstelkwartier West";895;470;420;25;245;580;25;20;840;50;10;0;270;225;10;15;25;20;150;5;8;0;0;720;570;130;20;1,2;4247
"Prinses Irenebuurt e.o.";1400;665;735;265;140;330;345;315;740;520;80;60;445;210;15;10;10;20;155;10;5;5;4;670;305;170;195;2,1;3666
"Prinses Irenebuurt";1400;665;735;265;140;330;345;320;740;520;80;60;445;210;15;10;10;20;160;5;5;5;4;675;305;170;200;2,1;5726
"Beatrixpark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Volewijck";9285;4585;4700;1580;920;2965;2580;1245;5755;2180;1010;340;1185;3870;1075;135;640;430;1595;115;12;70;8;4880;2470;850;1555;1,9;7770
"Van der Pekbuurt";4465;2215;2250;735;505;1515;1265;445;2935;925;490;115;585;2210;745;60;290;280;830;45;10;25;6;2400;1305;360;735;1,9;9097
"Bloemenbuurt Zuid";2400;1170;1230;450;235;710;635;370;1475;555;265;110;285;1000;240;55;195;85;425;35;14;15;8;1215;595;205;415;2;6701
"Bloemenbuurt Noord";2420;1195;1220;390;175;745;675;430;1345;705;255;115;320;665;85;20;155;65;335;35;14;30;11;1260;565;285;410;1,9;6993
"IJplein/Vogelbuurt";8040;4030;4010;1185;910;2745;2155;1050;5205;1765;845;225;1270;3505;1080;130;635;325;1335;85;11;50;6;4350;2375;840;1135;1,8;6785
"IJplein e.o.";2460;1290;1165;310;230;805;720;400;1535;560;280;80;385;1140;340;30;190;135;445;20;8;20;9;1440;870;280;295;1,7;12155
"Vogelbuurt Zuid";4205;2060;2150;650;550;1450;1060;495;2755;910;435;110;665;1940;615;90;365;170;700;55;13;20;5;2170;1115;435;625;1,9;13109
"Vogelbuurt Noord";1210;595;615;200;110;460;300;140;815;245;120;25;190;415;125;10;75;25;180;10;10;10;7;665;370;120;185;1,8;4210
"Vliegenbos";165;85;75;25;30;30;65;10;100;50;15;0;30;10;0;5;0;0;10;0;12;0;0;65;20;10;35;2,5;438
"Tuindorp Nieuwendam";3475;1590;1885;540;285;785;1045;810;1785;1055;435;205;410;555;115;25;120;35;260;45;13;35;10;1825;835;425;560;1,9;8084
"Tuindorp Nieuwendam West";1055;490;565;140;90;240;280;310;470;405;110;80;135;200;55;5;45;15;85;10;13;15;13;550;230;165;155;1,9;9460
"Tuindorp Nieuwendam Oost";2415;1095;1320;405;195;545;760;510;1315;650;330;130;275;355;65;25;70;15;175;30;13;20;8;1280;615;260;405;1,9;7602
"Tuindorp Buiksloot";1900;910;990;310;180;525;525;360;1065;535;180;120;230;450;95;10;90;45;215;20;10;20;11;940;410;190;340;2;11265
"Blauwe Zand";1895;910;990;310;175;525;525;360;1065;535;180;120;230;455;95;10;85;40;215;20;10;20;11;945;410;190;345;2;11265
"Nieuwendammerdijk/Buiksloterdijk";1690;840;850;380;180;340;510;275;1020;560;75;40;260;70;5;15;0;0;45;10;7;5;2;645;145;195;305;2,6;4720
"Buiksloterdijk West";165;80;85;40;20;25;40;35;105;50;5;5;20;5;0;0;0;0;5;5;6;0;0;60;15;15;25;2,7;7309
"Buiksloterdijk Oost";135;65;65;25;10;30;35;30;75;55;5;5;10;10;5;0;0;0;0;5;15;0;0;50;15;20;20;2,5;5399
"Nieuwendammerdijk West";1040;515;525;225;115;200;330;165;630;335;40;30;165;45;0;10;0;0;35;5;7;5;3;405;100;125;185;2,6;10410
"Nieuwendammerdijk Oost";350;175;175;85;35;85;95;45;200;120;20;5;60;15;0;5;0;5;5;5;6;5;3;120;20;35;70;2,8;5063
"Nieuwendammerdijk Zuid";5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;3;
"Tuindorp Oostzaan";11995;5755;6240;2240;1130;3445;3150;2025;6810;3500;1140;545;1535;3450;930;130;695;400;1290;145;12;100;8;5670;2400;1225;2045;2,1;7549
"Tuindorp Oostzaan West";1145;535;615;165;85;225;285;390;500;365;145;135;135;240;55;10;45;30;95;5;7;35;29;555;250;145;155;1,9;6633
"Tuindorp Oostzaan Oost";4155;1900;2250;710;375;1105;1160;795;2245;1295;390;225;520;810;180;30;160;105;340;50;12;25;6;2020;810;470;745;2;8215
"Terrasdorp";4025;2000;2025;565;355;1215;1135;755;2320;1065;475;165;570;1410;355;40;315;145;560;45;11;35;9;2175;1130;470;575;1,8;6174
"De Bongerd";2670;1320;1350;800;320;895;570;80;1740;780;130;20;310;990;340;45;170;135;295;45;17;5;1;920;210;140;570;2,9;10317
"Oostzanerwerf";8835;4340;4495;1535;1100;2285;2555;1355;4870;2825;790;350;1160;2975;555;85;570;525;1240;95;11;50;6;4035;1585;940;1515;2,2;3498
"Oostzanerdijk";405;200;205;65;35;105;135;65;235;120;25;25;55;25;0;0;0;0;15;5;12;5;5;180;55;60;65;2,2;913
"Walvisbuurt";1385;680;710;235;170;365;440;175;730;525;85;45;190;430;75;15;110;100;135;15;12;5;3;590;185;160;250;2,3;2843
"Twiske West";2530;1255;1280;440;315;570;850;360;1370;930;160;70;340;535;105;25;140;70;190;25;9;10;4;1035;270;300;465;2,4;6937
"Noorder IJplas";140;75;65;10;15;10;55;45;70;50;15;5;15;5;0;0;0;0;5;0;7;0;0;65;20;25;15;2,2;183
"Molenwijk";3035;1455;1585;610;435;795;655;540;1740;750;380;170;370;1595;305;35;220;275;755;35;12;25;8;1470;730;240;500;2,1;10015
"Circus/Kermisbuurt";1330;675;655;170;130;440;415;170;730;440;120;35;185;385;60;10;95;90;140;10;9;10;6;685;325;150;210;1,9;8364
"Kadoelen";3545;1695;1850;785;355;820;1015;575;1955;1270;205;110;410;665;145;30;140;95;250;30;9;20;5;1405;350;365;690;2,5;2630
"Kadoelen";2440;1170;1270;610;225;595;675;335;1430;805;135;65;305;360;70;20;80;40;145;20;9;10;5;945;225;230;485;2,6;2096
"Twiske Oost";1105;525;580;175;125;225;335;240;520;460;70;45;110;305;75;10;65;55;105;10;10;10;6;455;125;135;200;2,4;6025
"Waterlandpleinbuurt";13750;6770;6975;2885;1925;4205;3160;1575;8185;3880;1265;415;1715;7960;2375;210;1185;1635;2550;160;12;80;6;6155;2670;1175;2310;2,2;9778
"Baanakkerspark Noord";610;315;295;55;85;190;130;145;345;175;55;35;130;185;15;5;25;10;125;5;2;0;5;375;215;95;60;1,6;5382
"Baanakkerspark Zuid";445;225;220;30;40;130;95;145;220;145;45;30;105;90;15;5;5;15;50;5;7;5;11;270;145;95;35;1,6;3081
"Werengouw Midden";4920;2415;2505;805;625;1610;1210;665;2875;1290;565;195;720;2660;675;75;435;525;945;55;11;40;8;2570;1325;505;745;1,9;13582
"Markengouw Midden";3875;1915;1965;970;610;1210;825;255;2415;1100;285;70;290;2650;1035;65;390;505;655;55;14;10;3;1475;505;240;730;2,6;9978
"Markengouw Zuid";2315;1165;1150;655;330;700;475;155;1450;650;170;40;240;1510;360;40;205;365;540;30;14;10;3;845;300;125;425;2,6;10854
"Werengouw Zuid";1585;740;845;375;220;365;420;210;870;520;145;45;220;855;275;15;125;210;235;10;8;10;6;615;180;120;315;2,6;8562
"Buikslotermeer";11790;5640;6150;1575;1845;3415;2495;2460;6895;2950;1225;715;1885;5490;1180;190;960;755;2410;100;8;195;17;6395;3595;1330;1475;1,8;7808
"Rode Kruisbuurt";235;115;125;25;15;45;65;80;110;100;10;15;40;35;0;0;10;5;20;5;8;10;30;90;35;30;35;2,2;1564
"Loenermark";1885;950;940;150;260;745;325;405;1160;400;205;120;410;705;95;30;115;105;365;20;11;45;25;1140;695;300;150;1,6;11845
"Buikslotermeerplein";1350;635;715;180;105;375;280;415;695;320;180;155;210;600;170;15;115;45;250;10;7;55;42;765;495;145;125;1,6;5961
"Plan van Gool";3125;1500;1630;540;490;950;735;420;1925;790;325;90;485;1715;385;55;310;205;760;35;11;15;6;1525;735;290;495;2,1;11174
"De Kleine Wereld";2700;1290;1405;480;430;620;655;515;1515;745;300;135;265;1740;425;35;275;330;665;15;4;20;7;1250;545;245;460;2,2;11933
"Buikslotermeer Noord";2490;1150;1340;200;545;680;435;625;1495;590;210;200;475;695;100;50;130;60;355;20;8;45;19;1615;1095;315;205;1,5;5338
"Banne Buiksloot";14720;7150;7565;2795;1925;4150;3540;2310;8385;4375;1350;605;1900;7660;2110;185;1205;1520;2640;165;11;145;10;6680;2965;1280;2435;2,2;8887
"Banne Zuidwest";3760;1715;2045;750;575;925;850;650;2135;1050;370;205;460;2185;640;45;360;305;840;30;7;85;23;1560;665;260;640;2,3;11188
"Banne Zuidoost";4130;2095;2035;755;365;1360;980;670;2400;1220;370;145;515;1820;440;60;365;305;655;65;16;20;5;2060;990;450;615;2;8231
"Banne Noordwest";2615;1265;1350;475;395;760;635;350;1500;745;275;95;340;1600;430;45;235;405;485;25;10;15;7;1250;640;180;430;2,1;8577
"Banne Noordoost";3565;1750;1810;685;520;925;885;545;1980;1145;295;140;450;1905;550;40;230;475;615;40;12;20;5;1530;560;325;640;2,3;8846
"Buiksloterbreek";320;155;165;55;30;65;100;75;155;130;20;15;70;15;0;0;5;0;5;0;6;5;3;140;45;40;50;2,3;4112
"Marjoleinterrein";330;170;160;70;45;110;80;25;220;85;20;5;60;140;55;0;15;30;40;0;3;0;6;140;65;25;50;2,3;10084
"Noordelijke IJ-oevers West";7200;3860;3340;815;1005;3850;1120;415;5440;1355;340;60;1800;1635;235;115;275;135;875;130;18;5;1;4510;2695;1155;655;1,6;2844
"Papaverweg e.o.";1430;760;670;350;95;550;360;70;955;395;70;15;310;165;10;10;15;5;120;25;17;0;0;620;205;155;255;2,3;2505
"Cornelis Douwesterrein";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"NDSM terrein";2410;1250;1155;85;545;1660;110;15;2180;170;60;5;595;680;120;60;125;50;320;35;16;0;0;1870;1395;395;80;1,3;6440
"Buiksloterham";840;435;405;160;60;420;155;45;600;155;75;10;170;200;55;15;35;20;60;20;22;0;0;435;215;105;120;1,9;2309
"Overhoeks";2525;1410;1110;220;300;1220;500;285;1710;640;135;40;725;585;45;30;95;45;365;50;18;10;2;1580;885;500;205;1,6;8350
"Noordelijke IJ-oevers Oost";305;180;120;20;80;140;45;15;250;40;10;0;135;65;0;10;5;10;50;0;10;0;7;215;150;50;15;1,4;442
"Bedrijventerrein Hamerstraat";270;165;105;15;80;130;40;10;225;30;10;5;130;60;0;5;0;5;50;5;11;0;7;195;140;45;15;1,4;860
"Zamenhofstraat e.o.";10;5;5;0;5;0;0;0;5;0;0;0;5;5;0;0;0;0;5;0;0;0;0;5;5;5;5;1,3;
"Bedrijventerrein Nieuwendammerdijk";20;15;10;5;0;10;0;5;15;10;0;0;0;5;0;0;0;0;0;0;0;0;0;5;5;0;0;2,2;208
"Waterland";2395;1220;1170;435;255;440;790;470;1305;875;130;90;270;110;0;5;20;10;75;20;9;15;7;1000;325;280;400;2,4;97
"Schellingwoude West";65;30;30;10;5;5;30;15;30;15;5;0;10;0;0;5;0;0;0;0;0;0;0;30;10;15;5;2;412
"Schellingwoude Oost";615;305;310;140;60;115;195;110;355;210;30;15;85;25;0;0;5;5;15;0;5;5;6;255;70;70;110;2,4;934
"Schellingwoude Noord";5;5;5;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;
"Durgerdam";520;270;250;105;60;80;185;90;285;195;20;20;60;25;0;0;5;0;15;5;13;5;4;200;50;60;95;2,6;204
"Zwarte Gouw";25;10;10;5;5;5;5;0;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2,8;14
"Ransdorp";325;160;170;60;35;55;100;80;165;125;15;15;30;10;0;0;5;0;10;0;12;5;9;135;50;40;50;2,4;186
"Holysloot";290;150;140;50;35;40;100;60;140;120;20;15;25;10;0;0;0;0;10;5;14;0;0;110;25;25;55;2,6;37
"Zunderdorp";480;245;235;75;55;100;150;105;250;185;25;20;35;20;0;0;5;0;15;5;6;5;10;200;65;55;75;2,3;57
"Noorderstrook West";70;45;25;0;0;35;25;5;50;15;0;0;30;10;0;0;0;0;10;0;0;5;30;55;55;5;5;1,2;71
"Noorderstrook Oost";0;5;0;0;5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
"Elzenhagen";4270;2200;2070;905;770;1595;730;275;2930;1100;190;50;645;1715;320;80;325;235;760;70;16;10;2;2230;1310;285;640;1,9;5324
"Nintemanterrein";125;65;55;35;10;25;25;30;65;55;0;0;20;5;0;0;0;0;5;0;16;0;0;40;0;15;25;3,2;3219
"Elzenhagen Zuid";835;500;340;50;155;530;75;30;715;85;35;5;105;500;50;15;65;40;335;25;29;5;2;695;595;55;45;1,2;2791
"Elzenhagen Noord";3315;1640;1670;820;605;1035;630;220;2155;960;155;40;520;1210;270;65;260;195;420;40;13;10;2;1495;710;215;570;2,2;7133
"Chassébuurt";6085;2980;3105;840;815;2405;1435;595;4180;1370;410;125;1240;2140;740;55;240;410;700;65;11;25;5;3260;1665;765;835;1,9;24008
"Kortenaerkwartier";2220;1090;1130;280;330;840;550;220;1565;485;135;40;500;560;185;15;85;85;195;25;11;20;9;1210;615;305;290;1,8;23116
"Filips van Almondekwartier";1095;570;525;125;140;515;230;85;810;200;70;15;265;285;95;15;15;35;120;10;8;5;1;655;390;155;110;1,7;26255
"De Wester Quartier";1755;855;900;255;220;690;415;180;1145;435;130;40;335;795;255;20;85;165;265;25;15;5;4;895;435;205;260;2;24798
"Van Brakelkwartier";1010;465;550;175;120;355;245;115;660;250;75;30;140;500;205;5;50;120;115;5;7;5;2;500;230;110;165;2;22578
"Slotermeer-Noordoost";9245;4780;4465;1795;1240;3000;2235;970;5525;2685;820;215;1280;5790;2410;90;460;1560;1270;105;11;45;5;4455;2275;750;1430;2,1;9596
"Buurt 3";6400;3330;3065;1290;840;2035;1530;695;3865;1825;555;150;935;3810;1520;60;295;1065;870;70;11;35;5;3070;1575;500;990;2,1;9397
"Buurt 2";2845;1450;1395;505;400;965;705;270;1655;855;270;60;345;1975;890;30;165;495;400;30;12;15;5;1390;705;245;440;2;10076
"Slotermeer-Zuidwest";17425;8895;8530;3145;2500;5750;3960;2070;10415;4975;1605;440;2530;10730;4665;140;845;2810;2270;195;11;115;6;8560;4455;1455;2650;2;7755
"Slotermeer Zuid";3380;1815;1570;540;415;1245;735;450;2050;845;400;90;440;2160;1030;35;185;430;485;50;14;35;9;1945;1220;305;420;1,7;8348
"Noordoever Sloterplas";3330;1635;1690;545;470;1135;795;380;2155;835;265;70;660;1345;435;35;145;280;450;35;10;20;6;1750;940;340;465;1,9;9595
"Buurt 4 Oost";3405;1745;1655;565;485;1130;755;470;1985;1055;265;95;775;1825;575;20;145;625;465;35;11;20;6;1685;865;320;500;2;9936
"Buurt 5 Noord";3405;1720;1685;695;515;1020;815;350;1920;1055;365;65;240;2785;1455;20;200;695;420;40;11;15;4;1410;575;215;615;2,4;15151
"Sloterpark";90;45;45;15;15;45;5;0;60;30;0;0;25;45;0;0;0;25;15;5;34;0;0;40;15;15;10;2,1;141
"Buurt 5 Zuid";3825;1940;1885;780;595;1180;845;425;2250;1155;315;105;390;2565;1175;35;175;745;445;35;10;30;8;1725;845;245;640;2,2;12297
"Geuzenveld";16490;8360;8130;3570;2260;5355;3535;1775;9295;5370;1355;470;1860;11440;4630;175;845;3975;1810;260;16;120;7;6980;2970;1240;2770;2,3;12507
"Buurt 6";2915;1445;1475;625;400;895;685;310;1670;865;290;95;245;2045;885;30;175;565;385;40;15;10;4;1295;570;225;505;2,3;11088
"Buurt 7";2855;1485;1370;665;420;860;545;365;1510;1085;190;70;370;1815;675;15;95;810;220;45;17;20;7;1115;415;210;490;2,5;10052
"Buurt 8";4390;2195;2195;930;585;1595;875;405;2595;1325;350;120;650;3060;1120;50;275;1050;565;70;16;45;11;1895;840;340;715;2,2;17728
"Buurt 9";6045;3075;2970;1320;820;1880;1340;680;3340;2025;505;175;565;4355;1915;70;275;1485;615;95;16;45;7;2520;1055;440;1030;2,4;15065
"Eendrachtspark";280;165;115;35;30;120;85;20;175;80;25;5;40;165;30;0;25;70;40;5;11;0;4;155;95;25;35;1,8;2312
"Eendracht";2455;1220;1235;445;255;655;655;450;1115;1095;155;90;285;1255;310;20;150;540;240;45;17;20;8;1025;315;300;415;2,4;1136
"Osdorper Binnenpolder";30;20;10;0;5;5;10;10;15;10;5;0;0;5;0;0;0;0;10;0;0;0;0;15;5;5;5;1,9;15
"Buurt 10";2430;1205;1230;445;250;650;645;440;1105;1080;150;90;285;1245;305;20;150;535;235;40;17;20;8;1010;305;295;415;2,4;7872
"Lutkemeer/Ookmeer";1175;660;520;150;160;360;320;195;680;385;70;40;120;465;40;0;20;60;345;10;9;5;8;390;140;120;125;2,2;224
"Ookmeer";345;220;120;45;65;175;50;10;260;65;15;0;15;325;5;0;5;15;305;5;17;0;3;5;5;0;0;1,1;491
"Osdorper Bovenpolder";760;400;360;95;85;170;245;175;380;295;55;35;105;115;35;0;15;45;30;5;7;5;8;350;120;110;115;2,2;316
"Bedrijvenpark Lutkemeer";70;35;35;10;15;10;25;10;40;25;5;5;0;20;0;0;5;5;10;0;0;0;28;35;15;5;10;2;33
"Osdorp-Oost";17425;8620;8805;2750;2380;5545;3695;3060;10005;4890;1700;835;2905;9045;3575;175;1065;1775;2445;195;11;160;9;9320;5085;1870;2360;1,9;11059
"Wildeman";4880;2385;2490;910;580;1365;1115;905;2635;1360;600;285;610;3150;1420;35;335;585;775;60;12;50;10;2525;1350;375;790;1,9;15454
"Meer en Oever";3160;1630;1530;445;335;1055;730;595;1700;1010;315;130;660;1435;505;30;140;345;420;45;13;40;12;1665;835;435;395;1,9;15193
"Osdorpplein e.o.";4120;2035;2080;685;685;1630;675;435;2645;1030;315;125;715;2365;1025;55;260;370;650;50;12;20;5;2110;1105;475;525;2;13682
"Calandlaan/Lelylaan";1240;640;600;185;100;335;365;255;685;360;135;55;175;625;195;10;95;205;120;10;9;10;9;680;380;130;165;1,8;4685
"Osdorp Zuidoost";4035;1935;2100;520;680;1155;810;870;2335;1120;335;245;750;1465;430;50;245;265;480;40;9;45;11;2340;1410;450;480;1,7;8281
"Osdorp-Midden";15515;7700;7815;2980;2235;5050;3430;1815;8850;4715;1375;570;2270;10150;4235;160;1090;2425;2230;215;14;145;9;7230;3440;1280;2515;2,1;15030
"Osdorp Midden Noord";2695;1260;1435;500;350;740;585;525;1375;820;290;215;190;1990;995;35;190;495;285;40;14;75;27;1180;585;155;440;2,1;12783
"Osdorp Midden Zuid";3480;1715;1770;810;435;1140;715;380;1980;1065;315;120;500;2340;1090;30;205;500;510;50;15;20;6;1580;700;265;610;2,2;14600
"Zuidwestkwadrant Osdorp Noord";3130;1585;1540;575;455;1025;640;435;1800;935;280;110;485;2090;825;25;210;565;460;45;14;30;10;1475;705;290;475;2,1;13521
"Zuidwestkwadrant Osdorp Zuid";6210;3150;3065;1095;1000;2145;1490;475;3705;1890;490;125;1100;3720;1330;65;485;875;975;80;13;20;3;2995;1445;565;990;2,1;17660
"De Punt";6185;3235;2950;1090;950;2020;1325;810;3700;1755;535;195;1095;3455;1085;55;455;995;855;55;10;50;8;2945;1540;490;915;2;10348
"De Punt";6080;3140;2935;1090;950;1980;1260;795;3615;1750;510;195;1090;3400;1080;50;430;995;845;55;10;50;8;2940;1540;485;915;2;12662
"Bedrijvencentrum Osdorp";110;100;15;0;0;40;60;15;85;5;25;5;10;55;10;0;25;5;10;0;0;5;18;5;5;0;0;1;940
"Middelveldsche Akerpolder";14320;7050;7265;2445;2055;3515;4335;1965;7325;5520;1005;465;1910;6675;2200;110;1175;1630;1565;175;12;65;5;5995;2040;1350;2600;2,4;9483
"Middelveldsche Akerpolder";3960;1900;2060;860;400;1100;925;685;2050;1445;315;150;470;1900;895;30;245;355;375;65;16;20;5;1700;640;390;670;2,3;11791
"De Aker West";4515;2245;2270;680;650;1105;1465;610;2270;1745;335;160;620;2050;510;45;395;535;570;50;11;25;6;1935;660;455;825;2,3;8683
"De Aker Oost";5845;2905;2935;905;1005;1310;1945;675;3005;2325;360;150;825;2730;795;30;535;740;625;60;10;25;4;2355;740;505;1110;2,5;8932
"Slotervaart Noord";7920;3965;3955;1440;1040;2160;1990;1275;4430;2420;710;355;1330;3685;1445;55;440;865;880;95;12;105;13;3675;1655;745;1275;2,1;7131
"Oostoever Sloterplas";2435;1185;1250;315;300;480;760;590;1170;925;185;155;420;725;165;15;190;175;190;20;7;15;7;1170;480;320;370;2,1;6779
"Emanuel van Meterenbuurt";2265;1150;1115;445;255;620;535;410;1270;650;220;130;475;795;330;10;55;180;210;30;13;70;31;1025;475;195;355;2,1;5128
"Jacob Geelbuurt";3215;1625;1590;680;490;1060;705;285;1990;845;310;70;435;2165;950;30;190;515;480;45;14;15;5;1475;700;230;545;2,2;10408
"Overtoomse Veld";14210;6925;7285;2185;2655;6000;2330;1045;9755;3430;795;240;2785;7495;3650;110;570;1350;1815;195;14;60;4;7465;4170;1470;1825;1,9;9796
"Overtoomse Veld Noord";6165;3045;3115;1210;860;2305;1260;520;3755;1865;415;125;770;4085;2285;30;250;835;695;90;15;30;5;2550;950;580;1020;2,4;18323
"Overtoomse Veld Zuid";4445;2115;2335;675;580;2190;670;340;3105;1020;245;75;775;2210;1060;50;240;290;570;65;15;20;5;2390;1325;525;540;1,9;14824
"Rembrandtpark Noord";945;440;505;65;350;380;85;70;815;80;45;5;320;140;35;10;20;5;85;15;14;5;3;715;545;115;50;1,3;3441
