"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Don Bosco";2110;1065;1045;355;225;750;515;270;1370;570;120;50;390;385;140;20;65;20;145;25;14;10;5;1030;460;245;325;2;13423
"Frankendael";10;0;5;0;0;0;5;0;5;5;0;0;0;0;0;0;0;0;5;0;0;0;0;5;5;0;0;1,5;
"Tuindorp Amstelstation";840;375;465;115;80;200;250;200;475;175;145;45;100;365;90;15;90;40;130;5;8;10;13;485;260;85;140;1,7;7724
"De Wetbuurt";1835;860;970;290;175;410;540;415;1020;535;160;115;250;360;75;10;85;35;150;15;8;45;25;885;420;195;270;2;6623
"Tuindorp Frankendael";2520;1290;1225;315;170;815;665;570;1485;570;350;115;400;730;185;35;195;60;255;45;16;70;29;1510;990;250;270;1,6;6988
"Van der Kunbuurt";595;310;290;85;85;220;135;75;390;145;50;10;95;350;130;10;70;20;120;10;12;5;8;330;185;60;85;1,8;8148
"Middenmeer";15790;7540;8250;2430;3075;4825;3660;1800;10535;4015;860;390;3420;2500;335;110;400;155;1490;180;11;60;4;8515;4540;1835;2145;1,9;5572
"Linnaeusparkbuurt";2700;1320;1380;470;300;875;690;360;1780;715;165;50;565;265;25;20;40;20;160;40;15;15;5;1350;625;340;390;2;15707
"Middenmeer Noord";2880;1365;1515;540;375;775;805;385;1710;930;160;80;510;325;90;10;65;25;135;35;12;5;2;1300;505;300;490;2,2;15522
"Middenmeer Zuid";5065;2405;2660;1015;600;1635;1215;600;3250;1325;335;155;980;565;75;50;115;20;310;65;12;20;4;2435;1035;575;830;2,1;12791
"Sportpark Middenmeer Zuid";300;140;160;25;10;50;70;145;115;105;35;45;50;10;5;0;5;0;5;5;20;5;20;185;100;55;25;1,6;1419
"Sportpark Middenmeer Noord";250;165;90;0;165;85;0;0;240;10;0;0;20;165;10;5;10;0;140;0;12;0;0;245;240;5;0;1;1062
"Park de Meer";1610;775;835;210;215;325;615;245;865;590;110;45;255;410;95;15;100;40;165;10;6;10;7;725;265;195;270;2,2;6229
"Sportpark Voorland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Science Park Noord";2705;1200;1505;160;1260;970;255;65;2310;335;50;10;1020;600;35;20;65;45;435;20;8;0;0;2010;1520;355;135;1,3;6605
"Science Park Zuid";280;175;105;5;160;100;10;10;260;10;5;5;35;155;0;5;10;0;140;0;14;0;0;265;255;5;5;1,1;402
"Betondorp";3230;1505;1730;410;285;870;895;780;1835;770;465;160;420;835;200;25;225;55;325;50;15;40;12;1935;1100;405;425;1,7;2971
"Betondorp";3225;1500;1730;410;280;870;890;775;1835;770;470;155;420;835;195;30;225;55;325;50;15;40;12;1930;1100;405;420;1,7;7361
"Nieuwe Oosterbegraafplaats";5;5;0;0;5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;
"Drieburg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Omval/Overamstel";5080;2615;2465;350;910;2975;600;240;4110;750;185;35;1275;985;65;70;140;100;605;65;13;5;2;3410;2280;830;305;1,5;1785
"Weespertrekvaart";890;475;415;45;145;580;105;20;745;115;25;5;210;225;15;20;50;15;125;15;17;0;1;555;380;140;35;1,4;1950
"Amstelglorie";70;35;35;10;5;15;25;15;50;15;5;5;15;5;0;0;0;0;5;0;0;0;0;35;10;10;15;2,3;162
"Overamstel";50;30;20;5;5;20;15;0;35;10;0;0;5;0;0;0;0;0;0;0;0;0;0;10;5;0;5;2,7;42
"Amstelkwartier Noord";2435;1220;1215;220;425;1490;250;50;2015;320;90;5;525;430;35;40;70;45;250;40;16;0;1;1635;1075;385;180;1,5;8641
"De Omval";725;370;355;65;40;320;175;135;415;235;50;20;260;135;0;0;10;20;105;10;14;0;4;435;225;150;60;1,7;6321
"Amstelkwartier Zuid";30;15;15;0;5;5;5;10;15;10;5;0;10;0;0;0;0;0;5;0;0;0;0;20;10;5;0;1,5;132
"Amstelkwartier West";875;465;420;10;285;550;25;15;825;50;10;0;255;185;5;10;20;25;125;0;2;0;3;725;580;135;10;1,2;4155
"Prinses Irenebuurt e.o.";1345;625;720;255;135;315;325;315;685;505;85;65;405;195;15;10;15;15;145;10;10;20;13;670;335;150;190;2;3509
"Prinses Irenebuurt";1345;625;720;255;135;315;325;310;685;505;85;70;410;195;15;5;10;20;145;15;10;15;13;670;330;150;190;2;5489
"Beatrixpark";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Volewijck";9565;4720;4845;1580;990;3110;2655;1225;5895;2250;1065;350;1215;3855;1065;135;690;430;1530;120;13;70;7;5025;2530;940;1555;1,9;8005
"Van der Pekbuurt";4730;2335;2400;780;580;1665;1280;430;3160;945;520;115;615;2280;760;75;325;280;840;60;12;30;6;2535;1370;420;740;1,9;9641
"Bloemenbuurt Zuid";2425;1190;1240;450;230;700;670;380;1445;580;300;110;275;975;225;45;210;80;410;25;9;25;9;1230;590;220;415;2;6787
"Bloemenbuurt Noord";2405;1200;1200;350;185;740;710;415;1295;725;255;130;335;605;80;20;150;70;280;40;17;20;7;1260;565;295;395;1,9;6943
"IJplein/Vogelbuurt";8255;4170;4085;1250;920;2840;2225;1020;5265;1875;870;245;1215;3650;1130;130;685;350;1360;90;11;45;5;4440;2425;820;1195;1,9;6964
"IJplein e.o.";2480;1300;1180;305;240;780;770;385;1520;580;285;95;355;1105;315;30;200;145;415;20;9;15;6;1470;895;280;295;1,7;12235
"Vogelbuurt Zuid";4295;2125;2170;700;535;1505;1070;480;2745;995;440;115;635;2065;675;80;390;175;740;55;13;15;4;2185;1130;405;655;1,9;13381
"Vogelbuurt Noord";1305;650;650;210;115;520;315;140;885;255;130;35;185;470;140;15;100;25;195;10;8;10;8;710;375;125;210;1,8;4522
"Vliegenbos";180;95;80;40;25;35;65;15;115;50;15;5;30;15;5;0;0;0;10;0;6;0;0;70;25;10;35;2,5;481
"Tuindorp Nieuwendam";3540;1630;1910;550;320;800;1045;820;1825;1060;445;215;400;530;105;25;125;30;245;40;11;45;12;1840;815;445;580;1,9;8238
"Tuindorp Nieuwendam West";1055;490;570;135;95;230;300;305;465;400;115;80;135;185;50;5;45;10;70;10;11;15;13;535;205;170;155;2;9478
"Tuindorp Nieuwendam Oost";2485;1145;1340;415;230;575;745;520;1355;660;330;130;265;345;55;20;80;15;170;30;11;30;11;1300;605;270;425;1,9;7803
"Tuindorp Buiksloot";1885;905;980;290;195;490;555;360;1015;545;200;130;210;395;95;15;80;30;185;30;14;10;7;930;390;210;325;2;11182
"Blauwe Zand";1885;905;980;290;190;490;555;360;1015;545;195;130;210;395;90;10;80;30;185;30;14;15;7;930;390;210;325;2;11182
"Nieuwendammerdijk/Buiksloterdijk";1655;820;840;365;170;310;535;270;960;575;80;45;265;65;10;10;0;5;45;20;12;5;3;635;150;185;300;2,6;4622
"Buiksloterdijk West";145;70;75;30;20;20;45;35;85;55;10;5;25;5;0;0;0;0;0;5;7;0;7;55;10;20;25;2,7;6467
"Buiksloterdijk Oost";125;60;65;15;10;20;40;35;60;50;5;5;20;15;5;0;0;0;5;0;16;0;0;50;10;20;20;2,3;4745
"Nieuwendammerdijk West";1025;515;515;230;100;195;350;155;605;350;45;30;150;40;0;5;0;0;35;15;11;0;2;400;95;115;190;2,6;10272
"Nieuwendammerdijk Oost";350;170;180;85;45;70;100;50;210;110;20;10;75;5;0;5;0;0;0;5;17;0;6;130;30;30;70;2,7;5111
"Nieuwendammerdijk Zuid";5;5;0;0;5;0;5;0;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,5;
"Tuindorp Oostzaan";11955;5745;6215;2215;1135;3465;3190;1965;6655;3640;1120;540;1395;3405;950;125;705;405;1225;175;15;110;9;5625;2390;1225;2010;2,1;7522
"Tuindorp Oostzaan West";1135;520;615;155;85;225;295;375;480;380;135;135;115;230;65;10;40;30;90;15;13;35;32;545;245;140;160;1,9;6587
"Tuindorp Oostzaan Oost";4190;1930;2260;710;385;1125;1195;775;2225;1360;390;220;480;795;180;25;165;105;320;50;12;30;7;2020;805;470;750;2,1;8286
"Terrasdorp";4090;2030;2060;550;390;1230;1175;750;2310;1135;480;170;535;1375;340;40;330;130;535;50;12;40;10;2220;1180;490;555;1,8;6274
"De Bongerd";2540;1260;1280;805;275;880;520;65;1650;765;115;15;265;1005;360;45;170;140;290;60;23;0;2;840;160;125;550;3;9790
"Oostzanerwerf";8885;4335;4550;1505;1130;2265;2630;1350;4760;2950;805;375;1110;2885;530;80;585;540;1145;90;10;65;7;4050;1585;920;1550;2,2;3506
"Oostzanerdijk";405;205;200;60;35;95;150;60;225;135;25;20;55;15;0;5;0;0;15;5;10;0;5;180;50;55;70;2,3;902
"Walvisbuurt";1400;685;720;220;195;350;470;160;730;535;85;45;170;425;70;15;110;100;135;15;12;10;6;595;180;145;270;2,4;2872
"Twiske West";2465;1230;1230;400;345;510;870;335;1290;935;165;70;305;495;85;20;140;65;180;15;7;15;6;985;245;290;450;2,5;6751
"Noorder IJplas";140;80;65;15;10;15;65;35;65;55;15;5;15;10;0;0;5;0;5;0;7;0;7;65;25;20;20;2,1;183
"Molenwijk";3140;1465;1670;635;405;840;655;605;1715;835;390;200;380;1575;305;45;230;300;700;30;10;30;9;1545;770;250;525;2;10348
"Circus/Kermisbuurt";1340;670;670;175;125;455;425;155;730;450;125;35;185;355;65;5;105;75;110;20;14;5;7;685;305;155;220;2;8415
"Kadoelen";3485;1650;1840;745;345;850;1000;540;1885;1275;210;120;375;645;140;35;160;80;235;45;13;15;5;1420;380;370;665;2,5;2584
"Kadoelen";2370;1120;1250;560;220;610;655;320;1340;820;135;75;260;365;70;25;85;35;140;40;17;10;5;950;255;235;455;2,5;2031
"Twiske Oost";1115;530;590;190;125;240;345;220;545;460;75;45;110;285;70;5;70;45;95;5;6;5;4;470;125;135;210;2,4;6107
"Waterlandpleinbuurt";13190;6450;6740;2820;1775;4000;3040;1565;7655;3820;1280;440;1595;7605;2255;210;1145;1630;2365;160;12;90;7;5885;2565;1115;2215;2,2;9258
"Baanakkerspark Noord";595;285;310;55;70;185;135;155;310;190;60;40;125;180;15;5;30;20;105;5;7;10;17;360;200;100;65;1,7;5285
"Baanakkerspark Zuid";450;230;220;35;35;120;110;150;225;155;40;25;105;80;10;5;5;15;50;5;7;10;18;260;125;100;35;1,7;3116
"Werengouw Midden";4960;2420;2540;870;605;1600;1210;680;2830;1310;605;220;675;2710;705;80;430;585;915;50;10;45;8;2575;1340;470;765;1,9;13689
"Markengouw Midden";3450;1710;1745;890;550;1075;720;220;2130;1015;255;55;275;2350;915;60;355;435;580;50;14;10;3;1295;435;220;640;2,7;8519
"Markengouw Zuid";2125;1065;1065;595;280;660;445;150;1300;610;170;45;210;1415;340;45;200;365;470;35;17;5;3;775;280;110;385;2,6;9897
"Werengouw Zuid";1605;745;860;375;230;365;420;210;860;545;150;50;200;865;270;15;130;205;245;15;11;10;6;625;180;120;325;2,6;8659
"Buikslotermeer";11160;5325;5830;1570;1650;3100;2415;2420;6325;2935;1170;730;1675;5105;1055;160;930;740;2215;110;10;195;18;5935;3260;1240;1435;1,8;7387
"Rode Kruisbuurt";240;120;125;20;25;40;65;85;110;110;10;10;40;30;0;5;5;5;15;0;8;10;33;95;25;30;35;2,2;1584
"Loenermark";1580;805;775;165;185;495;330;405;885;370;195;125;300;580;90;15;95;100;275;15;9;55;37;910;550;210;150;1,6;9897
"Buikslotermeerplein";980;460;520;65;70;280;190;380;455;255;115;160;175;305;60;10;75;20;135;10;9;60;61;570;360;140;70;1,5;4339
"Plan van Gool";3115;1500;1615;545;465;980;715;415;1910;780;335;90;460;1705;370;50;315;200;770;50;16;15;5;1520;730;305;485;2;11121
"De Kleine Wereld";2745;1290;1455;545;410;625;675;490;1520;785;300;135;250;1775;430;40;300;345;655;20;9;20;8;1235;525;235;480;2,2;12132
"Buikslotermeer Noord";2495;1155;1345;225;505;680;440;645;1445;630;220;205;445;710;105;45;140;65;365;15;5;35;14;1600;1065;320;215;1,5;5353
"Banne Buiksloot";14780;7230;7550;2790;1885;4220;3575;2310;8220;4530;1395;635;1790;7620;2025;215;1250;1610;2515;175;12;170;11;6765;3020;1345;2405;2,2;8922
"Banne Zuidwest";3775;1735;2040;775;530;970;865;630;2085;1080;385;220;450;2195;595;60;370;335;830;30;8;95;26;1590;690;260;640;2,3;11214
"Banne Zuidoost";4060;2070;1990;720;370;1325;990;665;2310;1225;385;145;470;1760;405;65;365;320;605;60;15;30;7;2055;1000;465;585;2;8100
"Banne Noordwest";2625;1270;1360;485;385;755;640;365;1460;775;280;105;320;1570;425;50;240;405;450;25;11;15;7;1265;640;185;440;2,1;8603
"Banne Noordoost";3630;1795;1840;685;520;955;905;565;1960;1225;305;140;430;1925;545;45;260;515;570;45;12;20;6;1565;570;355;635;2,3;9017
"Buiksloterbreek";325;165;155;50;30;80;105;65;155;135;20;15;70;20;0;0;0;0;15;0;9;0;0;140;40;50;50;2,4;4176
"Marjoleinterrein";360;190;170;75;55;135;70;25;250;90;20;5;50;155;60;0;10;35;45;5;17;0;3;160;80;30;50;2,2;11061
"Noordelijke IJ-oevers West";4760;2505;2255;585;775;2400;730;270;3595;925;205;40;1025;895;105;85;175;75;465;85;18;10;2;2925;1740;730;455;1,6;1903
"Papaverweg e.o.";1120;600;520;270;85;450;270;45;755;300;60;5;210;135;10;10;25;5;85;25;24;0;4;495;180;115;205;2,3;1974
"Cornelis Douwesterrein";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;
"NDSM terrein";1815;925;885;40;610;1115;45;0;1705;80;30;0;470;410;35;50;75;30;220;15;9;0;1;1460;1135;285;45;1,2;4860
"Buiksloterham";370;175;190;110;20;160;70;10;265;85;15;5;75;60;30;0;10;10;10;10;35;0;3;160;65;30;65;2,3;1040
"Overhoeks";1455;800;655;170;60;680;340;215;875;455;95;30;270;295;30;20;65;30;150;30;20;5;3;815;360;310;150;1,8;4965
"Noordelijke IJ-oevers Oost";300;200;100;20;45;175;45;15;225;55;15;0;125;75;0;5;5;0;60;0;3;0;3;210;150;50;10;1,4;435
"Bedrijventerrein Hamerstraat";270;185;85;10;45;160;35;15;205;45;10;0;125;65;0;5;5;5;55;0;0;0;4;200;145;45;10;1,4;844
"Zamenhofstraat e.o.";5;5;5;0;0;5;0;0;5;0;5;0;5;0;0;0;0;0;0;0;0;0;0;10;10;0;0;1,1;
"Bedrijventerrein Nieuwendammerdijk";25;10;10;5;0;5;5;0;15;10;0;0;0;5;0;0;0;0;0;0;48;0;0;10;0;5;5;2,1;219
"Waterland";2380;1210;1170;440;240;430;795;470;1250;895;135;95;255;105;5;5;25;10;60;25;9;15;5;990;315;285;395;2,4;96
"Schellingwoude West";70;30;35;10;15;10;30;10;50;15;5;0;5;5;0;0;5;0;0;0;14;0;0;35;15;10;10;1,9;472
"Schellingwoude Oost";625;305;320;140;50;115;210;110;350;220;35;15;80;35;0;5;10;10;10;10;13;0;5;260;70;80;105;2,4;946
"Schellingwoude Noord";5;5;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;
"Durgerdam";510;265;245;105;55;85;175;90;270;190;25;20;60;20;0;0;5;0;15;0;2;0;4;205;50;60;90;2,5;199
"Zwarte Gouw";25;15;5;0;5;5;10;5;15;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15
"Ransdorp";310;150;160;55;35;50;100;75;155;125;15;20;25;10;0;0;0;0;5;5;13;0;10;135;50;35;50;2,3;176
"Holysloot";295;155;145;50;30;40;105;60;135;125;20;20;20;10;0;0;0;0;10;5;10;0;7;115;25;30;55;2,6;38
"Zunderdorp";480;250;230;80;50;100;140;115;235;195;30;25;35;15;0;0;0;0;15;5;6;5;2;195;55;60;80;2,4;56
"Noorderstrook West";50;35;20;0;0;20;25;5;30;10;5;5;15;5;0;0;0;0;10;5;40;0;20;45;40;5;0;1,2;53
"Noorderstrook Oost";10;5;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;1,1;
"Elzenhagen";3455;1830;1630;755;525;1265;690;230;2275;965;170;50;505;1250;185;50;255;165;590;50;15;5;2;1675;860;255;555;2,1;4230
"Nintemanterrein";120;65;50;35;5;25;30;20;65;55;5;5;15;5;0;0;0;0;5;0;8;0;0;40;5;15;20;3;3103
"Elzenhagen Zuid";820;495;325;35;280;410;75;25;715;75;30;0;85;450;40;20;70;30;305;20;21;0;1;710;630;50;30;1,2;2744
"Elzenhagen Noord";2510;1265;1250;680;245;835;575;175;1495;835;135;45;405;790;140;35;195;140;280;30;14;5;2;930;235;190;505;2,7;5255
"Chassébuurt";6160;3020;3145;910;750;2495;1460;545;4180;1450;415;115;1160;2200;780;60;235;445;675;65;11;25;4;3265;1665;745;860;1,9;24300
"Kortenaerkwartier";2220;1090;1130;300;305;845;560;205;1540;515;130;35;455;615;205;20;75;105;215;20;9;10;5;1165;580;275;310;1,9;23075
"Filips van Almondekwartier";1105;560;545;135;125;530;230;80;800;215;75;15;255;285;95;15;20;35;120;10;13;10;5;675;415;150;115;1,6;26470
"De Wester Quartier";1810;905;910;290;215;740;420;150;1195;450;135;40;325;815;270;20;95;180;245;20;12;5;3;930;460;200;265;2;25588
"Van Brakelkwartier";1025;465;555;185;105;380;250;105;640;275;80;25;125;490;205;5;50;125;100;10;11;5;5;500;210;115;165;2,1;22868
"Slotermeer-Noordoost";9480;4910;4570;1905;1240;3210;2195;935;5645;2770;830;230;1295;5960;2470;95;505;1625;1270;125;13;50;5;4550;2280;805;1460;2,1;9840
"Buurt 3";6405;3325;3080;1340;790;2120;1480;675;3835;1860;535;175;905;3810;1505;55;320;1085;840;85;14;40;7;3085;1575;525;985;2,1;9403
"Buurt 2";3075;1585;1490;565;450;1085;715;260;1815;910;295;55;390;2150;960;35;185;540;425;35;12;10;3;1465;705;280;475;2,1;10895
"Slotermeer-Zuidwest";18025;9140;8885;3390;2430;6135;4000;2070;10640;5245;1660;470;2345;11135;4925;145;920;2965;2190;230;13;100;5;8770;4520;1465;2780;2,1;8018
"Slotermeer Zuid";3415;1825;1585;560;350;1295;740;480;2010;885;415;105;410;2130;1015;35;180;445;455;45;13;35;10;1955;1225;305;430;1,7;8429
"Noordoever Sloterplas";3340;1635;1700;560;465;1160;795;360;2140;850;270;80;585;1360;460;30;165;285;425;45;14;10;3;1745;920;340;485;1,9;9629
"Buurt 4 Oost";3610;1810;1800;610;505;1215;815;465;2090;1125;290;105;705;1985;675;30;185;645;445;40;11;20;5;1770;905;335;535;2;10556
"Buurt 5 Noord";3680;1860;1815;805;555;1160;835;325;2085;1160;365;70;255;2985;1545;20;215;775;425;50;14;10;3;1500;615;220;665;2,5;16371
"Sloterpark";75;40;35;10;25;40;0;0;60;15;0;0;35;30;0;0;0;25;5;5;26;0;0;50;25;15;5;1,7;123
"Buurt 5 Zuid";3905;1965;1940;850;530;1270;820;430;2255;1210;325;110;355;2655;1240;25;170;795;430;50;13;25;6;1745;830;255;655;2,2;12555
"Geuzenveld";16535;8320;8215;3655;2205;5495;3475;1695;9350;5405;1330;450;1940;11165;4465;160;850;3965;1730;240;15;120;7;7035;3010;1225;2795;2,3;12521
"Buurt 6";3060;1495;1565;650;445;965;685;320;1765;915;285;90;285;2090;880;30;180;605;385;40;13;25;8;1345;575;245;520;2,3;11636
"Buurt 7";2825;1440;1385;705;360;870;535;360;1490;1060;190;80;380;1695;655;10;100;735;190;35;12;15;5;1095;390;210;490;2,6;9943
"Buurt 8";4250;2110;2135;910;555;1600;815;360;2510;1310;325;100;615;2930;1010;45;265;1085;520;75;18;45;11;1830;810;335;695;2,2;17008
"Buurt 9";6090;3095;2995;1355;820;1925;1350;635;3380;2035;500;175;605;4310;1890;65;275;1475;610;90;15;35;5;2585;1135;400;1055;2,3;15175
"Eendrachtspark";310;180;135;40;30;130;95;20;205;85;20;5;60;145;25;5;25;65;25;0;10;0;3;175;105;30;35;1,7;2549
"Eendracht";2450;1210;1245;430;270;650;700;405;1125;1095;150;80;300;1180;310;25;165;445;235;30;11;25;9;1030;320;300;410;2,4;1121
"Osdorper Binnenpolder";30;20;15;5;5;5;10;5;15;15;0;5;5;10;0;0;0;0;15;0;0;0;0;15;5;5;5;2,3;17
"Buurt 10";2420;1190;1230;430;265;645;685;390;1105;1080;150;80;295;1165;310;20;165;440;225;25;11;25;10;1020;320;295;405;2,4;7837
"Lutkemeer/Ookmeer";1215;680;540;175;165;365;330;180;680;420;75;45;120;450;25;5;25;50;335;15;12;0;2;410;155;115;135;2,2;228
"Ookmeer";335;220;110;55;50;175;50;5;230;90;15;5;10;325;10;0;0;15;295;5;18;0;0;5;0;5;0;3;481
"Osdorper Bovenpolder";810;415;395;115;95;180;260;160;415;310;50;40;110;115;20;5;20;35;35;5;9;5;4;365;125;105;130;2,2;330
"Bedrijvenpark Lutkemeer";70;40;30;10;20;5;25;10;40;15;5;5;0;10;0;0;5;0;5;0;14;0;0;35;20;5;10;1,8;32
"Osdorp-Oost";16680;8215;8465;2720;2080;5000;3755;3130;8995;5135;1665;880;2480;8580;3505;155;1070;1750;2095;200;12;155;9;8725;4640;1770;2315;1,9;10584
"Wildeman";4990;2425;2565;910;575;1415;1110;980;2575;1515;585;320;555;3170;1470;45;340;620;690;70;14;45;9;2560;1365;415;785;1,9;15806
"Meer en Oever";3155;1620;1535;455;300;1060;760;585;1650;1065;305;135;645;1365;505;25;145;330;360;50;16;40;13;1665;830;455;385;1,9;15178
"Osdorpplein e.o.";3275;1585;1685;685;440;1075;640;430;1865;990;300;120;410;2035;955;30;225;330;490;30;9;15;5;1475;660;305;510;2,2;10875
"Calandlaan/Lelylaan";1245;650;600;180;105;330;390;245;680;385;135;50;180;595;180;15;95;195;120;10;9;10;9;685;380;135;165;1,8;4727
"Osdorp Zuidoost";4010;1935;2075;490;655;1120;850;895;2235;1185;345;250;685;1420;400;45;255;280;435;40;9;40;10;2345;1405;465;475;1,7;8233
"Osdorp-Midden";15710;7705;8005;3235;2115;5180;3375;1805;8825;4905;1390;580;2100;10335;4345;175;1150;2540;2130;220;14;155;10;7055;3165;1330;2560;2,2;15219
"Osdorp Midden Noord";2825;1295;1530;545;395;735;610;540;1455;865;275;230;190;2095;1030;40;185;520;325;35;13;90;32;1185;580;165;440;2,2;13395
"Osdorp Midden Zuid";3485;1710;1770;880;365;1195;655;380;1960;1085;330;115;455;2335;1100;35;205;505;490;65;18;20;6;1545;655;275;615;2,3;14613
"Zuidwestkwadrant Osdorp Noord";3190;1590;1600;630;475;1045;620;425;1815;965;295;120;445;2150;850;35;230;605;435;40;13;25;7;1445;655;305;490;2,2;13794
"Zuidwestkwadrant Osdorp Zuid";6210;3115;3095;1180;880;2205;1495;460;3600;1995;500;120;1015;3745;1360;70;530;910;875;80;13;20;3;2885;1280;585;1020;2,2;17663
"De Punt";6225;3205;3020;1140;875;2075;1335;805;3635;1850;525;210;1035;3430;1130;60;490;920;830;80;13;40;7;2775;1360;510;905;2,1;10409
"De Punt";6105;3100;3010;1140;875;2040;1260;795;3550;1845;505;210;1025;3365;1110;55;465;920;815;80;13;40;7;2770;1355;510;905;2,1;12724
"Bedrijvencentrum Osdorp";120;105;15;0;0;35;75;5;85;5;25;0;10;65;20;5;25;0;15;0;0;0;17;5;5;0;0;1;991
"Middelveldsche Akerpolder";14470;7115;7355;2490;2080;3470;4555;1870;7350;5650;1025;445;1835;6500;2035;115;1300;1505;1545;150;10;75;5;5980;1950;1375;2655;2,4;9590
"Middelveldsche Akerpolder";3970;1905;2065;800;390;1120;995;665;1990;1505;325;155;480;1810;790;30;275;355;360;60;16;35;9;1750;670;405;670;2,3;11818
"De Aker West";4570;2285;2285;705;670;1060;1545;595;2280;1810;335;155;595;1980;465;55;435;450;575;45;9;20;5;1925;615;460;845;2,4;8814
"De Aker Oost";5925;2925;2995;985;1030;1295;2015;605;3085;2335;370;130;755;2705;780;35;585;700;610;45;7;20;3;2310;660;510;1140;2,6;9061
"Slotervaart Noord";8140;4075;4065;1495;1035;2305;2040;1260;4490;2555;730;365;1320;3765;1485;55;450;910;875;90;11;100;12;3790;1710;775;1305;2,1;7331
"Oostoever Sloterplas";2510;1230;1280;345;295;515;780;570;1185;980;185;150;430;745;150;15;195;180;205;15;7;20;8;1185;480;330;375;2,1;6977
"Emanuel van Meterenbuurt";2275;1130;1145;435;250;640;535;400;1250;665;220;145;460;760;310;5;65;180;200;25;10;65;29;1040;500;195;350;2;5139
"Jacob Geelbuurt";3360;1720;1640;715;490;1140;720;295;2055;915;320;70;430;2265;1025;30;190;550;470;50;15;15;4;1565;735;245;580;2,1;10878
"Overtoomse Veld";14145;6880;7265;2165;2610;5955;2330;1085;9670;3410;785;275;2495;7490;3690;135;605;1360;1700;210;15;65;5;7405;4170;1440;1790;1,9;9727
"Overtoomse Veld Noord";6175;3060;3120;1220;965;2240;1275;475;3760;1910;390;115;695;4170;2355;35;265;885;625;100;16;25;4;2560;1000;540;1025;2,4;18365
"Overtoomse Veld Zuid";4325;2060;2260;650;560;2140;655;325;3040;975;230;75;665;2105;1030;60;250;265;505;70;15;20;4;2360;1335;515;510;1,8;14417
"Rembrandtpark Noord";940;450;485;65;305;410;80;75;775;100;55;10;320;140;25;15;15;5;80;15;16;5;3;700;540;110;55;1,3;3366
"Rembrandtpark Zuid";850;425;430;70;85;500;105;85;605;200;25;15;265;165;5;10;20;15;115;15;17;5;4;545;330;150;60;1,6;3101
"Johan Jongkindbuurt";760;370;390;135;135;165;205;120;430;200;75;60;55;575;255;5;40;170;95;5;8;20;26;275;135;20;120;2,5;8865
